Driver type,Sex,Age group ,severity,year,result
Other or unknown vehicle drivers,Male,17-20,FSC (adjusted),2013,32
Other or unknown vehicle drivers,Male,17-20,FSC (adjusted),2014,31
Other or unknown vehicle drivers,Male,17-20,FSC (adjusted),2015,30
Other or unknown vehicle drivers,Male,17-20,FSC (adjusted),2016,22
Other or unknown vehicle drivers,Male,17-20,FSC (adjusted),2017,27
Other or unknown vehicle drivers,Male,17-20,FSC (adjusted),2018,24
Other or unknown vehicle drivers,Male,17-20,FSC (adjusted),2019,22
Other or unknown vehicle drivers,Male,17-20,FSC (adjusted),2020,45
Other or unknown vehicle drivers,Male,17-20,FSC (adjusted),2021,82
Other or unknown vehicle drivers,Male,21-24,FSC (adjusted),2012,37
Other or unknown vehicle drivers,Male,21-24,FSC (adjusted),2013,31
Other or unknown vehicle drivers,Male,21-24,FSC (adjusted),2014,35
Other or unknown vehicle drivers,Male,21-24,FSC (adjusted),2015,34
Other or unknown vehicle drivers,Male,21-24,FSC (adjusted),2016,43
Other or unknown vehicle drivers,Male,21-24,FSC (adjusted),2017,52
Other or unknown vehicle drivers,Male,21-24,FSC (adjusted),2018,43
Other or unknown vehicle drivers,Male,21-24,FSC (adjusted),2019,43
Other or unknown vehicle drivers,Male,21-24,FSC (adjusted),2020,52
Other or unknown vehicle drivers,Male,21-24,FSC (adjusted),2021,69
Other or unknown vehicle drivers,Male,25-29,FSC (adjusted),2012,51
Other or unknown vehicle drivers,Male,25-29,FSC (adjusted),2013,48
Other or unknown vehicle drivers,Male,25-29,FSC (adjusted),2014,52
Other or unknown vehicle drivers,Male,25-29,FSC (adjusted),2015,54
Other or unknown vehicle drivers,Male,25-29,FSC (adjusted),2016,51
Other or unknown vehicle drivers,Male,25-29,FSC (adjusted),2017,62
Other or unknown vehicle drivers,Male,25-29,FSC (adjusted),2018,77
Other or unknown vehicle drivers,Male,25-29,FSC (adjusted),2019,52
Other or unknown vehicle drivers,Male,25-29,FSC (adjusted),2020,61
Other or unknown vehicle drivers,Male,25-29,FSC (adjusted),2021,95
Other or unknown vehicle drivers,Male,30-39,FSC (adjusted),2012,102
Other or unknown vehicle drivers,Male,30-39,FSC (adjusted),2013,83
Other or unknown vehicle drivers,Male,30-39,FSC (adjusted),2014,85
Other or unknown vehicle drivers,Male,30-39,FSC (adjusted),2015,85
Other or unknown vehicle drivers,Male,30-39,FSC (adjusted),2016,111
Other or unknown vehicle drivers,Male,30-39,FSC (adjusted),2017,137
Other or unknown vehicle drivers,Male,30-39,FSC (adjusted),2018,116
Other or unknown vehicle drivers,Male,30-39,FSC (adjusted),2019,99
Other or unknown vehicle drivers,Male,30-39,FSC (adjusted),2020,124
Other or unknown vehicle drivers,Male,30-39,FSC (adjusted),2021,186
Other or unknown vehicle drivers,Male,40-49,FSC (adjusted),2012,123
Other or unknown vehicle drivers,Male,40-49,FSC (adjusted),2013,97
Other or unknown vehicle drivers,Male,40-49,FSC (adjusted),2014,80
Other or unknown vehicle drivers,Male,40-49,FSC (adjusted),2015,86
Other or unknown vehicle drivers,Male,40-49,FSC (adjusted),2016,120
Other or unknown vehicle drivers,Male,40-49,FSC (adjusted),2017,135
Other or unknown vehicle drivers,Male,40-49,FSC (adjusted),2018,110
Other or unknown vehicle drivers,Male,40-49,FSC (adjusted),2019,92
Other or unknown vehicle drivers,Male,40-49,FSC (adjusted),2020,81
Other or unknown vehicle drivers,Male,40-49,FSC (adjusted),2021,99
Other or unknown vehicle drivers,Male,50-59,FSC (adjusted),2012,84
Other or unknown vehicle drivers,Male,50-59,FSC (adjusted),2013,72
Other or unknown vehicle drivers,Male,50-59,FSC (adjusted),2014,103
Other or unknown vehicle drivers,Male,50-59,FSC (adjusted),2015,94
Other or unknown vehicle drivers,Male,50-59,FSC (adjusted),2016,127
Other or unknown vehicle drivers,Male,50-59,FSC (adjusted),2017,97
Other or unknown vehicle drivers,Male,50-59,FSC (adjusted),2018,116
Other or unknown vehicle drivers,Male,50-59,FSC (adjusted),2019,114
Other or unknown vehicle drivers,Male,50-59,FSC (adjusted),2020,88
Other or unknown vehicle drivers,Male,50-59,FSC (adjusted),2021,109
Other or unknown vehicle drivers,Male,60-69,FSC (adjusted),2012,63
Other or unknown vehicle drivers,Male,60-69,FSC (adjusted),2013,56
Other or unknown vehicle drivers,Male,60-69,FSC (adjusted),2014,42
Other or unknown vehicle drivers,Male,60-69,FSC (adjusted),2015,56
Other or unknown vehicle drivers,Male,60-69,FSC (adjusted),2016,56
Other or unknown vehicle drivers,Male,60-69,FSC (adjusted),2017,67
Other or unknown vehicle drivers,Male,60-69,FSC (adjusted),2018,68
Other or unknown vehicle drivers,Male,60-69,FSC (adjusted),2019,61
Other or unknown vehicle drivers,Male,60-69,FSC (adjusted),2020,48
Other or unknown vehicle drivers,Male,60-69,FSC (adjusted),2021,57
Other or unknown vehicle drivers,Male,70 and over,FSC (adjusted),2012,49
Other or unknown vehicle drivers,Male,70 and over,FSC (adjusted),2013,50
Other or unknown vehicle drivers,Male,70 and over,FSC (adjusted),2014,61
Other or unknown vehicle drivers,Male,70 and over,FSC (adjusted),2015,63
Other or unknown vehicle drivers,Male,70 and over,FSC (adjusted),2016,59
Other or unknown vehicle drivers,Male,70 and over,FSC (adjusted),2017,49
Other or unknown vehicle drivers,Male,70 and over,FSC (adjusted),2018,71
Other or unknown vehicle drivers,Male,70 and over,FSC (adjusted),2019,47
Other or unknown vehicle drivers,Male,70 and over,FSC (adjusted),2020,44
Other or unknown vehicle drivers,Male,70 and over,FSC (adjusted),2021,45
Other or unknown vehicle drivers,Male,All ages,FSC (adjusted),2012,584
Other or unknown vehicle drivers,Male,All ages,FSC (adjusted),2013,496
Other or unknown vehicle drivers,Male,All ages,FSC (adjusted),2014,534
Other or unknown vehicle drivers,Male,All ages,FSC (adjusted),2015,546
Other or unknown vehicle drivers,Male,All ages,FSC (adjusted),2016,630
Other or unknown vehicle drivers,Male,All ages,FSC (adjusted),2017,680
Other or unknown vehicle drivers,Male,All ages,FSC (adjusted),2018,668
Other or unknown vehicle drivers,Male,All ages,FSC (adjusted),2019,575
Other or unknown vehicle drivers,Male,All ages,FSC (adjusted),2020,601
Other or unknown vehicle drivers,Male,All ages,FSC (adjusted),2021,855
All drivers and riders,Male,Under 16,FSC (adjusted),2012,451
All drivers and riders,Male,Under 16,FSC (adjusted),2013,406
All drivers and riders,Male,Under 16,FSC (adjusted),2014,427
All drivers and riders,Male,Under 16,FSC (adjusted),2015,415
All drivers and riders,Male,Under 16,FSC (adjusted),2016,416
All drivers and riders,Male,Under 16,FSC (adjusted),2017,478
All drivers and riders,Male,Under 16,FSC (adjusted),2018,468
All drivers and riders,Male,Under 16,FSC (adjusted),2019,477
All drivers and riders,Male,Under 16,FSC (adjusted),2020,429
All drivers and riders,Male,Under 16,FSC (adjusted),2021,471
All drivers and riders,Male,16,FSC (adjusted),2012,353
All drivers and riders,Male,16,FSC (adjusted),2013,277
All drivers and riders,Male,16,FSC (adjusted),2014,277
All drivers and riders,Male,16,FSC (adjusted),2015,259
All drivers and riders,Male,16,FSC (adjusted),2016,225
All drivers and riders,Male,16,FSC (adjusted),2017,262
All drivers and riders,Male,16,FSC (adjusted),2018,211
All drivers and riders,Male,16,FSC (adjusted),2019,191
All drivers and riders,Male,16,FSC (adjusted),2020,187
All drivers and riders,Male,16,FSC (adjusted),2021,168
All drivers and riders,Male,17-20,FSC (adjusted),2012,3390
All drivers and riders,Male,17-20,FSC (adjusted),2013,3087
All drivers and riders,Male,17-20,FSC (adjusted),2014,3086
All drivers and riders,Male,17-20,FSC (adjusted),2015,3066
All drivers and riders,Male,17-20,FSC (adjusted),2016,2767
All drivers and riders,Male,17-20,FSC (adjusted),2017,2668
All drivers and riders,Male,17-20,FSC (adjusted),2018,2593
All drivers and riders,Male,17-20,FSC (adjusted),2019,2537
All drivers and riders,Male,17-20,FSC (adjusted),2020,2055
All drivers and riders,Male,17-20,FSC (adjusted),2021,2462
All drivers and riders,Male,21-24,FSC (adjusted),2012,3576
All drivers and riders,Male,21-24,FSC (adjusted),2013,3492
All drivers and riders,Male,21-24,FSC (adjusted),2014,3667
All drivers and riders,Male,21-24,FSC (adjusted),2015,3580
All drivers and riders,Male,21-24,FSC (adjusted),2016,3417
All drivers and riders,Male,21-24,FSC (adjusted),2017,3211
All drivers and riders,Male,21-24,FSC (adjusted),2018,2932
All drivers and riders,Male,21-24,FSC (adjusted),2019,2697
All drivers and riders,Male,21-24,FSC (adjusted),2020,2270
All drivers and riders,Male,21-24,FSC (adjusted),2021,2544
All drivers and riders,Male,25-29,FSC (adjusted),2012,3988
All drivers and riders,Male,25-29,FSC (adjusted),2013,3862
All drivers and riders,Male,25-29,FSC (adjusted),2014,4289
All drivers and riders,Male,25-29,FSC (adjusted),2015,4262
All drivers and riders,Male,25-29,FSC (adjusted),2016,4155
All drivers and riders,Male,25-29,FSC (adjusted),2017,4046
All drivers and riders,Male,25-29,FSC (adjusted),2018,3984
All drivers and riders,Male,25-29,FSC (adjusted),2019,3757
All drivers and riders,Male,25-29,FSC (adjusted),2020,3030
All drivers and riders,Male,25-29,FSC (adjusted),2021,3289
All drivers and riders,Male,30-39,FSC (adjusted),2012,7171
All drivers and riders,Male,30-39,FSC (adjusted),2013,6607
All drivers and riders,Male,30-39,FSC (adjusted),2014,7104
All drivers and riders,Male,30-39,FSC (adjusted),2015,6777
All drivers and riders,Male,30-39,FSC (adjusted),2016,6955
All drivers and riders,Male,30-39,FSC (adjusted),2017,6775
All drivers and riders,Male,30-39,FSC (adjusted),2018,6934
All drivers and riders,Male,30-39,FSC (adjusted),2019,6720
All drivers and riders,Male,30-39,FSC (adjusted),2020,5427
All drivers and riders,Male,30-39,FSC (adjusted),2021,6132
All drivers and riders,Male,40-49,FSC (adjusted),2012,7680
All drivers and riders,Male,40-49,FSC (adjusted),2013,7284
All drivers and riders,Male,40-49,FSC (adjusted),2014,7505
All drivers and riders,Male,40-49,FSC (adjusted),2015,6971
All drivers and riders,Male,40-49,FSC (adjusted),2016,6366
All drivers and riders,Male,40-49,FSC (adjusted),2017,5930
All drivers and riders,Male,40-49,FSC (adjusted),2018,5986
All drivers and riders,Male,40-49,FSC (adjusted),2019,5606
All drivers and riders,Male,40-49,FSC (adjusted),2020,4350
All drivers and riders,Male,40-49,FSC (adjusted),2021,4711
All drivers and riders,Male,50-59,FSC (adjusted),2012,5571
All drivers and riders,Male,50-59,FSC (adjusted),2013,5536
All drivers and riders,Male,50-59,FSC (adjusted),2014,5986
All drivers and riders,Male,50-59,FSC (adjusted),2015,5859
All drivers and riders,Male,50-59,FSC (adjusted),2016,5702
All drivers and riders,Male,50-59,FSC (adjusted),2017,5485
All drivers and riders,Male,50-59,FSC (adjusted),2018,5696
All drivers and riders,Male,50-59,FSC (adjusted),2019,5440
All drivers and riders,Male,50-59,FSC (adjusted),2020,4352
All drivers and riders,Male,50-59,FSC (adjusted),2021,5006
All drivers and riders,Male,60-69,FSC (adjusted),2012,3139
All drivers and riders,Male,60-69,FSC (adjusted),2013,3099
All drivers and riders,Male,60-69,FSC (adjusted),2014,3381
All drivers and riders,Male,60-69,FSC (adjusted),2015,3125
All drivers and riders,Male,60-69,FSC (adjusted),2016,3012
All drivers and riders,Male,60-69,FSC (adjusted),2017,2898
All drivers and riders,Male,60-69,FSC (adjusted),2018,3098
All drivers and riders,Male,60-69,FSC (adjusted),2019,3000
All drivers and riders,Male,60-69,FSC (adjusted),2020,2451
All drivers and riders,Male,60-69,FSC (adjusted),2021,2706
All drivers and riders,Male,70 and over,FSC (adjusted),2012,2215
All drivers and riders,Male,70 and over,FSC (adjusted),2013,2269
All drivers and riders,Male,70 and over,FSC (adjusted),2014,2425
All drivers and riders,Male,70 and over,FSC (adjusted),2015,2416
All drivers and riders,Male,70 and over,FSC (adjusted),2016,2347
All drivers and riders,Male,70 and over,FSC (adjusted),2017,2396
All drivers and riders,Male,70 and over,FSC (adjusted),2018,2643
All drivers and riders,Male,70 and over,FSC (adjusted),2019,2455
All drivers and riders,Male,70 and over,FSC (adjusted),2020,1828
All drivers and riders,Male,70 and over,FSC (adjusted),2021,2146
All drivers and riders,Male,All ages,FSC (adjusted),2012,39002
All drivers and riders,Male,All ages,FSC (adjusted),2013,37278
All drivers and riders,Male,All ages,FSC (adjusted),2014,39540
All drivers and riders,Male,All ages,FSC (adjusted),2015,38150
All drivers and riders,Male,All ages,FSC (adjusted),2016,36651
All drivers and riders,Male,All ages,FSC (adjusted),2017,35045
All drivers and riders,Male,All ages,FSC (adjusted),2018,35517
All drivers and riders,Male,All ages,FSC (adjusted),2019,33758
All drivers and riders,Male,All ages,FSC (adjusted),2020,27083
All drivers and riders,Male,All ages,FSC (adjusted),2021,30391
Pedal cyclists,All,Under 16,FSC (adjusted),2012,490
Pedal cyclists,All,Under 16,FSC (adjusted),2013,439
Pedal cyclists,All,Under 16,FSC (adjusted),2014,445
Pedal cyclists,All,Under 16,FSC (adjusted),2015,427
Pedal cyclists,All,Under 16,FSC (adjusted),2016,424
Pedal cyclists,All,Under 16,FSC (adjusted),2017,486
Pedal cyclists,All,Under 16,FSC (adjusted),2018,437
Pedal cyclists,All,Under 16,FSC (adjusted),2019,474
Pedal cyclists,All,Under 16,FSC (adjusted),2020,403
Pedal cyclists,All,Under 16,FSC (adjusted),2021,402
Pedal cyclists,All,16,FSC (adjusted),2012,75
Pedal cyclists,All,16,FSC (adjusted),2013,79
Pedal cyclists,All,16,FSC (adjusted),2014,92
Pedal cyclists,All,16,FSC (adjusted),2015,74
Pedal cyclists,All,16,FSC (adjusted),2016,69
Pedal cyclists,All,16,FSC (adjusted),2017,73
Pedal cyclists,All,16,FSC (adjusted),2018,72
Pedal cyclists,All,16,FSC (adjusted),2019,65
Pedal cyclists,All,16,FSC (adjusted),2020,69
Pedal cyclists,All,16,FSC (adjusted),2021,69
Pedal cyclists,All,17-20,FSC (adjusted),2012,340
Pedal cyclists,All,17-20,FSC (adjusted),2013,299
Pedal cyclists,All,17-20,FSC (adjusted),2014,301
Pedal cyclists,All,17-20,FSC (adjusted),2015,265
Pedal cyclists,All,17-20,FSC (adjusted),2016,257
Pedal cyclists,All,17-20,FSC (adjusted),2017,248
Pedal cyclists,All,17-20,FSC (adjusted),2018,254
Pedal cyclists,All,17-20,FSC (adjusted),2019,237
Pedal cyclists,All,17-20,FSC (adjusted),2020,239
Pedal cyclists,All,17-20,FSC (adjusted),2021,277
Pedal cyclists,All,21-24,FSC (adjusted),2012,383
Pedal cyclists,All,21-24,FSC (adjusted),2013,378
Pedal cyclists,All,21-24,FSC (adjusted),2014,403
Pedal cyclists,All,21-24,FSC (adjusted),2015,343
Pedal cyclists,All,21-24,FSC (adjusted),2016,329
Pedal cyclists,All,21-24,FSC (adjusted),2017,313
Pedal cyclists,All,21-24,FSC (adjusted),2018,279
Pedal cyclists,All,21-24,FSC (adjusted),2019,274
Pedal cyclists,All,21-24,FSC (adjusted),2020,266
Pedal cyclists,All,21-24,FSC (adjusted),2021,287
Pedal cyclists,All,25-29,FSC (adjusted),2012,529
Pedal cyclists,All,25-29,FSC (adjusted),2013,534
Pedal cyclists,All,25-29,FSC (adjusted),2014,575
Pedal cyclists,All,25-29,FSC (adjusted),2015,479
Pedal cyclists,All,25-29,FSC (adjusted),2016,467
Pedal cyclists,All,25-29,FSC (adjusted),2017,449
Pedal cyclists,All,25-29,FSC (adjusted),2018,446
Pedal cyclists,All,25-29,FSC (adjusted),2019,405
Pedal cyclists,All,25-29,FSC (adjusted),2020,427
Pedal cyclists,All,25-29,FSC (adjusted),2021,452
Pedal cyclists,All,30-39,FSC (adjusted),2012,1020
Pedal cyclists,All,30-39,FSC (adjusted),2013,1020
Pedal cyclists,All,30-39,FSC (adjusted),2014,1069
Pedal cyclists,All,30-39,FSC (adjusted),2015,945
Pedal cyclists,All,30-39,FSC (adjusted),2016,909
Pedal cyclists,All,30-39,FSC (adjusted),2017,886
Pedal cyclists,All,30-39,FSC (adjusted),2018,899
Pedal cyclists,All,30-39,FSC (adjusted),2019,825
Pedal cyclists,All,30-39,FSC (adjusted),2020,749
Pedal cyclists,All,30-39,FSC (adjusted),2021,814
Pedal cyclists,All,40-49,FSC (adjusted),2012,1019
Pedal cyclists,All,40-49,FSC (adjusted),2013,1057
Pedal cyclists,All,40-49,FSC (adjusted),2014,1209
Pedal cyclists,All,40-49,FSC (adjusted),2015,1104
Pedal cyclists,All,40-49,FSC (adjusted),2016,965
Pedal cyclists,All,40-49,FSC (adjusted),2017,927
Pedal cyclists,All,40-49,FSC (adjusted),2018,899
Pedal cyclists,All,40-49,FSC (adjusted),2019,873
Pedal cyclists,All,40-49,FSC (adjusted),2020,841
Pedal cyclists,All,40-49,FSC (adjusted),2021,750
Pedal cyclists,All,50-59,FSC (adjusted),2012,629
Pedal cyclists,All,50-59,FSC (adjusted),2013,664
Pedal cyclists,All,50-59,FSC (adjusted),2014,805
Pedal cyclists,All,50-59,FSC (adjusted),2015,810
Pedal cyclists,All,50-59,FSC (adjusted),2016,812
Pedal cyclists,All,50-59,FSC (adjusted),2017,807
Pedal cyclists,All,50-59,FSC (adjusted),2018,829
Pedal cyclists,All,50-59,FSC (adjusted),2019,803
Pedal cyclists,All,50-59,FSC (adjusted),2020,887
Pedal cyclists,All,50-59,FSC (adjusted),2021,903
Pedal cyclists,All,60-69,FSC (adjusted),2012,280
Pedal cyclists,All,60-69,FSC (adjusted),2013,273
Pedal cyclists,All,60-69,FSC (adjusted),2014,349
Pedal cyclists,All,60-69,FSC (adjusted),2015,298
Pedal cyclists,All,60-69,FSC (adjusted),2016,324
Pedal cyclists,All,60-69,FSC (adjusted),2017,346
Pedal cyclists,All,60-69,FSC (adjusted),2018,374
Pedal cyclists,All,60-69,FSC (adjusted),2019,366
Pedal cyclists,All,60-69,FSC (adjusted),2020,473
Pedal cyclists,All,60-69,FSC (adjusted),2021,422
Pedal cyclists,All,70 and over,FSC (adjusted),2012,153
Pedal cyclists,All,70 and over,FSC (adjusted),2013,157
Pedal cyclists,All,70 and over,FSC (adjusted),2014,157
Pedal cyclists,All,70 and over,FSC (adjusted),2015,177
Pedal cyclists,All,70 and over,FSC (adjusted),2016,153
Pedal cyclists,All,70 and over,FSC (adjusted),2017,192
Pedal cyclists,All,70 and over,FSC (adjusted),2018,203
Pedal cyclists,All,70 and over,FSC (adjusted),2019,194
Pedal cyclists,All,70 and over,FSC (adjusted),2020,269
Pedal cyclists,All,70 and over,FSC (adjusted),2021,252
Pedal cyclists,All,All ages,FSC (adjusted),2012,5052
Pedal cyclists,All,All ages,FSC (adjusted),2013,5053
Pedal cyclists,All,All ages,FSC (adjusted),2014,5540
Pedal cyclists,All,All ages,FSC (adjusted),2015,5056
Pedal cyclists,All,All ages,FSC (adjusted),2016,4836
Pedal cyclists,All,All ages,FSC (adjusted),2017,4835
Pedal cyclists,All,All ages,FSC (adjusted),2018,4812
Pedal cyclists,All,All ages,FSC (adjusted),2019,4632
Pedal cyclists,All,All ages,FSC (adjusted),2020,4728
Pedal cyclists,All,All ages,FSC (adjusted),2021,4757
Motorcycle riders,All,Under 16,FSC (adjusted),2012,15
Motorcycle riders,All,Under 16,FSC (adjusted),2013,23
Motorcycle riders,All,Under 16,FSC (adjusted),2014,24
Motorcycle riders,All,Under 16,FSC (adjusted),2015,28
Motorcycle riders,All,Under 16,FSC (adjusted),2016,30
Motorcycle riders,All,Under 16,FSC (adjusted),2017,38
Motorcycle riders,All,Under 16,FSC (adjusted),2018,50
Motorcycle riders,All,Under 16,FSC (adjusted),2019,40
Motorcycle riders,All,Under 16,FSC (adjusted),2020,39
Motorcycle riders,All,Under 16,FSC (adjusted),2021,55
Motorcycle riders,All,16,FSC (adjusted),2012,286
Motorcycle riders,All,16,FSC (adjusted),2013,212
Motorcycle riders,All,16,FSC (adjusted),2014,199
Motorcycle riders,All,16,FSC (adjusted),2015,192
Motorcycle riders,All,16,FSC (adjusted),2016,173
Motorcycle riders,All,16,FSC (adjusted),2017,179
Motorcycle riders,All,16,FSC (adjusted),2018,133
Motorcycle riders,All,16,FSC (adjusted),2019,125
Motorcycle riders,All,16,FSC (adjusted),2020,102
Motorcycle riders,All,16,FSC (adjusted),2021,90
Motorcycle riders,All,17-20,FSC (adjusted),2012,1265
Motorcycle riders,All,17-20,FSC (adjusted),2013,1243
Motorcycle riders,All,17-20,FSC (adjusted),2014,1196
Motorcycle riders,All,17-20,FSC (adjusted),2015,1156
Motorcycle riders,All,17-20,FSC (adjusted),2016,1045
Motorcycle riders,All,17-20,FSC (adjusted),2017,971
Motorcycle riders,All,17-20,FSC (adjusted),2018,869
Motorcycle riders,All,17-20,FSC (adjusted),2019,856
Motorcycle riders,All,17-20,FSC (adjusted),2020,619
Motorcycle riders,All,17-20,FSC (adjusted),2021,911
Motorcycle riders,All,21-24,FSC (adjusted),2012,879
Motorcycle riders,All,21-24,FSC (adjusted),2013,958
Motorcycle riders,All,21-24,FSC (adjusted),2014,1047
Motorcycle riders,All,21-24,FSC (adjusted),2015,1048
Motorcycle riders,All,21-24,FSC (adjusted),2016,1047
Motorcycle riders,All,21-24,FSC (adjusted),2017,943
Motorcycle riders,All,21-24,FSC (adjusted),2018,809
Motorcycle riders,All,21-24,FSC (adjusted),2019,708
Motorcycle riders,All,21-24,FSC (adjusted),2020,544
Motorcycle riders,All,21-24,FSC (adjusted),2021,618
Motorcycle riders,All,25-29,FSC (adjusted),2012,777
Motorcycle riders,All,25-29,FSC (adjusted),2013,793
Motorcycle riders,All,25-29,FSC (adjusted),2014,985
Motorcycle riders,All,25-29,FSC (adjusted),2015,989
Motorcycle riders,All,25-29,FSC (adjusted),2016,996
Motorcycle riders,All,25-29,FSC (adjusted),2017,993
Motorcycle riders,All,25-29,FSC (adjusted),2018,951
Motorcycle riders,All,25-29,FSC (adjusted),2019,937
Motorcycle riders,All,25-29,FSC (adjusted),2020,692
Motorcycle riders,All,25-29,FSC (adjusted),2021,693
Motorcycle riders,All,30-39,FSC (adjusted),2012,1282
Motorcycle riders,All,30-39,FSC (adjusted),2013,1153
Motorcycle riders,All,30-39,FSC (adjusted),2014,1333
Motorcycle riders,All,30-39,FSC (adjusted),2015,1225
Motorcycle riders,All,30-39,FSC (adjusted),2016,1254
Motorcycle riders,All,30-39,FSC (adjusted),2017,1231
Motorcycle riders,All,30-39,FSC (adjusted),2018,1288
Motorcycle riders,All,30-39,FSC (adjusted),2019,1189
Motorcycle riders,All,30-39,FSC (adjusted),2020,1047
Motorcycle riders,All,30-39,FSC (adjusted),2021,1125
Motorcycle riders,All,40-49,FSC (adjusted),2012,1471
Motorcycle riders,All,40-49,FSC (adjusted),2013,1414
Motorcycle riders,All,40-49,FSC (adjusted),2014,1367
Motorcycle riders,All,40-49,FSC (adjusted),2015,1250
Motorcycle riders,All,40-49,FSC (adjusted),2016,1168
Motorcycle riders,All,40-49,FSC (adjusted),2017,981
Motorcycle riders,All,40-49,FSC (adjusted),2018,991
Motorcycle riders,All,40-49,FSC (adjusted),2019,864
Motorcycle riders,All,40-49,FSC (adjusted),2020,649
Motorcycle riders,All,40-49,FSC (adjusted),2021,723
Motorcycle riders,All,50-59,FSC (adjusted),2012,975
Motorcycle riders,All,50-59,FSC (adjusted),2013,984
Motorcycle riders,All,50-59,FSC (adjusted),2014,1153
Motorcycle riders,All,50-59,FSC (adjusted),2015,1088
Motorcycle riders,All,50-59,FSC (adjusted),2016,1102
Motorcycle riders,All,50-59,FSC (adjusted),2017,1037
Motorcycle riders,All,50-59,FSC (adjusted),2018,1104
Motorcycle riders,All,50-59,FSC (adjusted),2019,1068
Motorcycle riders,All,50-59,FSC (adjusted),2020,792
Motorcycle riders,All,50-59,FSC (adjusted),2021,972
Motorcycle riders,All,60-69,FSC (adjusted),2012,369
Motorcycle riders,All,60-69,FSC (adjusted),2013,373
Motorcycle riders,All,60-69,FSC (adjusted),2014,386
Motorcycle riders,All,60-69,FSC (adjusted),2015,389
Motorcycle riders,All,60-69,FSC (adjusted),2016,398
Motorcycle riders,All,60-69,FSC (adjusted),2017,406
Motorcycle riders,All,60-69,FSC (adjusted),2018,443
Motorcycle riders,All,60-69,FSC (adjusted),2019,455
Motorcycle riders,All,60-69,FSC (adjusted),2020,371
Motorcycle riders,All,60-69,FSC (adjusted),2021,465
Motorcycle riders,All,70 and over,FSC (adjusted),2012,95
Motorcycle riders,All,70 and over,FSC (adjusted),2013,78
Motorcycle riders,All,70 and over,FSC (adjusted),2014,112
Motorcycle riders,All,70 and over,FSC (adjusted),2015,134
Motorcycle riders,All,70 and over,FSC (adjusted),2016,108
Motorcycle riders,All,70 and over,FSC (adjusted),2017,126
Motorcycle riders,All,70 and over,FSC (adjusted),2018,143
Motorcycle riders,All,70 and over,FSC (adjusted),2019,143
Motorcycle riders,All,70 and over,FSC (adjusted),2020,142
Motorcycle riders,All,70 and over,FSC (adjusted),2021,152
Motorcycle riders,All,All ages,FSC (adjusted),2012,7597
Motorcycle riders,All,All ages,FSC (adjusted),2013,7396
Motorcycle riders,All,All ages,FSC (adjusted),2014,7984
Motorcycle riders,All,All ages,FSC (adjusted),2015,7703
Motorcycle riders,All,All ages,FSC (adjusted),2016,7504
Motorcycle riders,All,All ages,FSC (adjusted),2017,7076
Motorcycle riders,All,All ages,FSC (adjusted),2018,6958
Motorcycle riders,All,All ages,FSC (adjusted),2019,6560
Motorcycle riders,All,All ages,FSC (adjusted),2020,5136
Motorcycle riders,All,All ages,FSC (adjusted),2021,5971
Car drivers,All,Under 16,FSC (adjusted),2012,6
Car drivers,All,Under 16,FSC (adjusted),2013,4
Car drivers,All,Under 16,FSC (adjusted),2014,5
Car drivers,All,Under 16,FSC (adjusted),2015,7
Car drivers,All,Under 16,FSC (adjusted),2016,7
Car drivers,All,Under 16,FSC (adjusted),2017,6
Car drivers,All,Under 16,FSC (adjusted),2018,10
Car drivers,All,Under 16,FSC (adjusted),2019,7
Car drivers,All,Under 16,FSC (adjusted),2020,12
Car drivers,All,Under 16,FSC (adjusted),2021,12
Car drivers,All,16,FSC (adjusted),2012,12
Car drivers,All,16,FSC (adjusted),2013,10
Car drivers,All,16,FSC (adjusted),2014,11
Car drivers,All,16,FSC (adjusted),2015,16
Car drivers,All,16,FSC (adjusted),2016,9
Car drivers,All,16,FSC (adjusted),2017,24
Car drivers,All,16,FSC (adjusted),2018,26
Car drivers,All,16,FSC (adjusted),2019,15
Car drivers,All,16,FSC (adjusted),2020,19
Car drivers,All,16,FSC (adjusted),2021,11
Car drivers,All,17-20,FSC (adjusted),2012,2721
Car drivers,All,17-20,FSC (adjusted),2013,2415
Car drivers,All,17-20,FSC (adjusted),2014,2395
Car drivers,All,17-20,FSC (adjusted),2015,2343
Car drivers,All,17-20,FSC (adjusted),2016,2179
Car drivers,All,17-20,FSC (adjusted),2017,2162
Car drivers,All,17-20,FSC (adjusted),2018,2172
Car drivers,All,17-20,FSC (adjusted),2019,2098
Car drivers,All,17-20,FSC (adjusted),2020,1665
Car drivers,All,17-20,FSC (adjusted),2021,1719
Car drivers,All,21-24,FSC (adjusted),2012,3284
Car drivers,All,21-24,FSC (adjusted),2013,3071
Car drivers,All,21-24,FSC (adjusted),2014,3168
Car drivers,All,21-24,FSC (adjusted),2015,3056
Car drivers,All,21-24,FSC (adjusted),2016,2870
Car drivers,All,21-24,FSC (adjusted),2017,2715
Car drivers,All,21-24,FSC (adjusted),2018,2552
Car drivers,All,21-24,FSC (adjusted),2019,2418
Car drivers,All,21-24,FSC (adjusted),2020,1978
Car drivers,All,21-24,FSC (adjusted),2021,2276
Car drivers,All,25-29,FSC (adjusted),2012,3606
Car drivers,All,25-29,FSC (adjusted),2013,3459
Car drivers,All,25-29,FSC (adjusted),2014,3640
